"","(1,R1)","(2,R1)","(3,R1)","(4,R1)"
"(1,R1)",NA,0.0288804806925402,0.00126638819524664,NA
"(2,R1)",0.040448460347638,NA,NA,0.000229197924620464
"(3,R1)",0.000998370590571537,NA,NA,0.0057097185048464
"(4,R1)",NA,1e-09,0.00945229172216929,NA
