"","(1,R1)","(2,R1)","(3,R1)","(4,R1)"
"(1,R1)",NA,0.00494078425323907,0.000882945855376274,NA
"(2,R1)",0.00735202193822215,NA,NA,0.000882945855376274
"(3,R1)",0.000671969851282611,NA,NA,0.00494078425323907
"(4,R1)",NA,0.000671969851282611,0.00735202193822215,NA
