"","(1,R1)","(2,R1)","(3,R1)","(4,R1)"
"(1,R1)",NA,0.00323244253683642,0.000882974432153375,NA
"(2,R1)",0.0223684413935917,NA,NA,0.000882974432153375
"(3,R1)",0.000671719946328895,NA,NA,0.00323244253683642
"(4,R1)",NA,0.000671719946328895,0.0223684413935917,NA
