"","(1,R1)","(2,R1)","(3,R1)","(4,R1)"
"(1,R1)",NA,0.0058632392361334,0.000883399446509352,NA
"(2,R1)",0.00929644876299627,NA,NA,0.000883399446509352
"(3,R1)",0.000671598117890164,NA,NA,0.0058632392361334
"(4,R1)",NA,0.000671598117890164,0.00929644876299627,NA
