"","(1,R1)","(2,R1)","(3,R1)","(4,R1)"
"1",2.59299609783676e-05,2.59911829931272e-05,0.0265536807582664,0.973394398097762
"2",5.92328256119726e-05,1.61643608393819e-05,0.0415690109161574,0.958355591897391
"3",0.0246945304411751,0.00671289158005562,0.368451478526612,0.600141099452157
"4",0.00278307787192638,0.000756122356479568,0.679397467868917,0.317063331902677
"5",0.00180679315988554,0.000491047074565135,0.736683996205833,0.261018163559717
"6",0.00252365122774584,0.00068591215624367,0.900563572417255,0.096226864198756
"7",1.27708577831853e-05,3.4831237416277e-06,0.0515519327041218,0.948431813314353
"8",0.00137303928467027,0.000373303915810461,0.633676241653483,0.364577415146036
"9",0.00290780668103266,0.000790976857218307,0.736766175734863,0.259535040726886
"10",0.00306006646830367,0.000831643832146872,0.904854520197607,0.0912537695019419
"11",2.18796553520148e-07,5.99277242738048e-08,0.0183567316640927,0.98164298961163
"12",3.77873659259693e-07,1.03711998034084e-07,0.0320924826692367,0.967907035745106
"13",1.14584334574644e-06,3.12832168356722e-07,0.188990886771534,0.811007654552952
"14",1.1076072320634e-05,3.02656111800605e-06,0.27452977752434,0.725456119842221
"15",0.0003316063928312,9.02701080868403e-05,0.526820312554281,0.472757810944801
"16",0.000154385645046552,4.19517841177065e-05,0.928666691076312,0.0711369714945235
"17",8.03426964651285e-05,2.18279298581562e-05,0.956145076368343,0.0437527530053333
"18",0.000264934475596867,7.21095532495024e-05,0.402932434461926,0.596730521509228
"19",0.00097843544470886,0.000266527765795303,0.413760223294955,0.584994813494541
"20",0.0062336581089621,0.00169737499495183,0.376501126893493,0.615567840002593
"21",0.0020421703089334,0.000554987155486185,0.535776755097854,0.461626087437727
"22",0.00310852953393383,0.000845223138904949,0.770495971541032,0.225550275786129
"23",0.00302912246716628,0.000823304816832961,0.881139266278006,0.115008306437995
"24",0.0128073624629313,0.00348338853834412,0.865495845192379,0.118213403806346
"25",0.0158381550678627,0.00430643270025489,0.889262519710211,0.0905928925216715
"26",0.0221661843148811,0.00602555156038681,0.901620056029616,0.070188208095116
"27",0.0217083924117118,0.0059010406436358,0.926355087095565,0.0460354798490869
"28",6.72802130666506e-06,1.83684655817714e-06,0.340472115558092,0.659519319574043
"29",5.01061315402742e-05,1.36331273182214e-05,0.647869731846536,0.352066528894606
"30",4.74298160955231e-05,1.28852128632816e-05,0.966963693335565,0.0329759916354764
"31",7.2409510574789e-06,1.9709183996372e-06,0.769107683995289,0.230883104135254
"32",0.000159243048673029,4.33122468170568e-05,0.860249325789072,0.139548118915438
"33",1.28429427640384e-06,3.4846232588255e-07,0.982308559220965,0.0176898080224326
"34",9.89381809274898e-06,2.69965416290234e-06,0.817282011573012,0.182705394954732
"35",7.48117348804146e-05,2.03341544602178e-05,0.935538404132023,0.0643664499786362
"36",2.27931514415588e-05,6.20576309773756e-06,0.880090158792379,0.119880842293082
"37",1.8341035255012e-05,4.98366764655979e-06,0.973389719210222,0.0265869560868766
"38",1.41924658864549e-05,3.85959126787006e-06,0.943237362300612,0.0567445856422338
"39",8.93107972481563e-07,2.42802168000819e-07,0.970643765633144,0.0293550984567153
"40",5.75060770138729e-06,1.56429061050428e-06,0.977079901344122,0.0229127837575665
"41",4.25414361878737e-07,1.16442922585429e-07,0.973853423543297,0.0261460345994182
"42",5.1560242809488e-06,1.40349956491804e-06,0.974806667558705,0.0251867729174487
"43",4.50715711726825e-06,1.22853896477166e-06,0.971370352067251,0.0286239122366669
"44",1.51598682184641e-05,4.12723106331049e-06,0.491284449610932,0.508696263289786
"45",9.48771993392668e-05,2.58074452509409e-05,0.727083930068065,0.272795385287345
"46",0.000153308719627015,4.17301540443607e-05,0.79700125849341,0.202803702632918
"47",8.54495124153329e-05,2.32687745189646e-05,0.532918232610679,0.466973049102386
"48",4.72132652921305e-05,1.28429502996145e-05,0.74428957394641,0.255650369837999
"49",7.26136635522192e-05,1.97380359212639e-05,0.896930166084656,0.102977482215871
"50",6.55899352382897e-05,1.78471634114937e-05,0.84215475687509,0.15776180602626
"51",3.59852510324621e-05,9.78292983122029e-06,0.942627896372053,0.0573263354470832
"52",0.000973422063859734,0.000265869714252664,0.52089292198844,0.477867786233448
"53",0.0220121752164671,0.00600368062694224,0.446847247131722,0.525136897024869
"54",0.0687124684267974,0.0186805445595134,0.344761766230964,0.567845220782725
"55",0.0562356099059594,0.0152917398366092,0.395031232313841,0.533441417943591
"56",4.26067356201277e-05,1.15727104669778e-05,0.893147380623646,0.106798439930267
"57",5.07125208373487e-06,1.37732588025034e-06,0.988903116614573,0.0110904348074626
"58",2.73920596085805e-06,7.45473224454108e-07,0.935067616848222,0.064928898472593
"59",8.47722174808081e-06,2.30872780802093e-06,0.95057595978143,0.0494132542690135
"60",5.97185062709908e-06,1.62421372613178e-06,0.976573372552299,0.0234190313833479
"61",1.93853846262088e-06,5.27798900965943e-07,0.963841720063902,0.0361558135987341
"62",5.76738660289966e-06,1.57152992559401e-06,0.966523154143703,0.0334695069397681
"63",1.41034168361388e-06,3.83501651128949e-07,0.984645719587852,0.0153524865688134
"64",5.91359161086602e-07,1.61390820513417e-07,0.989307374982163,0.0106918722678551
"65",3.22718097876342e-07,8.78556906207567e-08,0.995939862506209,0.00405972692000216
"66",2.74951956727501e-05,7.54767642062692e-06,0.0403649047107591,0.959600052417148
"67",0.0564902560993618,0.0153691615275616,0.1746663385017,0.753474243871376
"68",4.12805365720362e-06,1.13289569263642e-06,0.0490653169529155,0.950929422097735
"69",8.23122515647238e-05,2.23575995167781e-05,0.968279108936537,0.0316162212123813
"70",6.6663235440927e-08,1.83208674545586e-08,0.0541019070201131,0.945898007995784
"71",5.60488168012015e-06,1.5372642842514e-06,0.0803367314063911,0.919656126447644
"72",0.000597900985505505,0.000162489725723031,0.834771126914944,0.164468482373828
"73",2.51020277106466e-05,6.91533914309111e-06,0.0890322119618356,0.910935770671311
"74",6.73258559412288e-06,1.83769569214167e-06,0.290949951457299,0.709041478261415
"75",0.000254837790337424,6.94467219179697e-05,0.471235061168459,0.528440654319285
"76",0.000204969185319127,5.57011577036251e-05,0.906555397533737,0.0931839321232399
"77",5.59231302236727e-05,1.5244514953933e-05,0.449996220421545,0.549932611933277
"78",0.0504519820094353,0.0137123456841082,0.814779177317854,0.121056494988603
"79",8.58436795633177e-06,2.33941226015013e-06,0.503484840324516,0.496504235895267
"80",2.55076029058155e-05,6.98947271839647e-06,0.54940791271433,0.450559590210045
"81",0.000324429236971231,8.82082463819268e-05,0.796412088702353,0.203175273814294
"82",0.000246655525318298,6.70415519790934e-05,0.876495767672189,0.123190535250514
"83",6.02204193001399e-05,1.63678272756057e-05,0.859946575880016,0.139976835873409
"84",1.85946423428505e-05,5.05293065058488e-06,0.970781334078253,0.0291950183487534
"85",8.20947756265335e-06,2.23314690762774e-06,0.918141765085027,0.0818477922905029
