"","(1,R1)","(2,R1)","(3,R1)","(4,R1)"
"(1,R1)",NA,27.1718974502792,0.0012521458602667,NA
"(2,R1)",100,NA,NA,0.00102646805937853
"(3,R1)",1e-09,NA,NA,0.00374224967339492
"(4,R1)",NA,0.00298933597990559,0.0217015052132536,NA
