"","(1,R1)","(2,R1)","(3,R1)","(4,R1)","(5,R1)","(6,R1)"
"1",0.00269728738645615,0.000954701246582184,0.00230426000030169,0.483947924125842,0.13378348050534,0.376312346735478
"2",0.000984081547657742,0.000324231642434505,0.00101243600047819,0.47401316576711,0.0938219703626414,0.429844114679679
"3",0.00664704528857546,0.00210254347047966,0.00369959023539827,0.592178945950707,0.120219442845358,0.275152432209481
"4",0.000491381545966948,0.000174840303498656,0.000208965114346087,0.766462002329316,0.0948003903275682,0.137862420379304
"5",0.000258116023386286,0.000104353087474983,0.000136430868887961,0.794657312544072,0.0884401877054092,0.116403599770769
"6",0.000666378213163617,0.000152178674897369,0.000361161503187481,0.902961152309772,0.04333116854884,0.0525279607501394
"7",5.98880476083476e-05,2.3351194753431e-05,8.45109801290883e-05,0.367462055032966,0.0669513138941816,0.565418880850362
"8",0.000368378204621498,0.000221038738021487,0.000270537960573446,0.518484292912039,0.212744355681347,0.267911396503398
"9",0.000905497101422517,0.000499564812429772,0.00078613248869519,0.626687130907224,0.18481795844903,0.186303716241199
"10",0.00134550176790129,0.000325872852267748,0.000661260233815777,0.873684233334171,0.0657342488168872,0.0582488829949566
"11",9.67045620533315e-08,1.78715189850344e-07,9.43087974051465e-07,0.134491277451836,0.0429376538247616,0.822569850215676
"12",1.28754698705731e-08,6.88408956557963e-08,3.52463439496137e-07,0.109068003800642,0.0795445790267474,0.811386982992805
"13",3.60387311227616e-08,1.48678945970496e-07,4.02931198112178e-07,0.114050194325915,0.164944253374181,0.721004964651029
"14",1.08893297547005e-06,1.40379660438039e-06,4.81564200324594e-06,0.154906895598179,0.190773336662235,0.654312459368003
"15",5.65606968696566e-05,8.68605982569945e-05,9.27139034396425e-05,0.17242621419301,0.378278286515988,0.449059364092435
"16",8.81600000009208e-06,0.000204369563468671,1.36616081207263e-05,0.022632131355023,0.916687168627544,0.060453852845844
"17",2.58857006884593e-05,6.29493360738014e-05,2.32040514198258e-05,0.316945156407785,0.587447769560574,0.0954950349434587
"18",6.49576776383065e-05,3.44292467518964e-05,7.5418164006344e-05,0.335655257173223,0.164333931461062,0.499836006277319
"19",0.000264699195063119,0.000149081481739622,0.000380369462698465,0.396176996433853,0.137679866747954,0.465348986678692
"20",0.00226244229673245,0.00112930399178357,0.00284217950042498,0.397650360975546,0.117965224854099,0.478150488381414
"21",0.00094898971817528,0.000353034208798925,0.00050168538729328,0.527572038952222,0.109097644688498,0.361526607045013
"22",0.000831480862076766,0.000611469970257339,0.000661931552782636,0.434286016745918,0.308273656016905,0.25533544485206
"23",0.0014051280101868,0.000466544596318002,0.000778561774042932,0.768636587490815,0.132098214209423,0.0966149639192148
"24",0.00238016210281265,0.00614132192953771,0.00334408682325365,0.276571384311336,0.517454283592624,0.194108761240436
"25",0.00183902279524099,0.0106033206492123,0.00233117197412096,0.108533758778328,0.724967529940515,0.151725195862582
"26",0.00282237737183973,0.021182818918708,0.00322335604685248,0.0611545530366336,0.825454492828183,0.0861624017977834
"27",0.000849504568452427,0.0217913799378331,0.00138115035358394,0.0145956415864646,0.912292125425177,0.0490901981284885
"28",2.54286544196804e-07,1.43088174172298e-06,2.03843162110597e-06,0.105804120712715,0.293328715011188,0.60086344067619
"29",2.55770644755049e-06,2.20876107942543e-05,8.91009951638252e-06,0.0667508398318462,0.610594722825528,0.322620881925868
"30",8.64580136289343e-07,8.85872469158903e-05,2.45981851093024e-06,0.00521682249151357,0.97447530990886,0.0202159559540634
"31",3.18011047753425e-07,5.01767092737279e-06,1.3087088668219e-06,0.0566367789411864,0.723743651798168,0.219612924869804
"32",2.48471477553214e-05,0.000189383972357951,3.23344032868366e-05,0.0511633884348429,0.83380667590493,0.114783370136827
"33",1.02973989843296e-08,3.38238207582137e-06,7.00540062739571e-08,0.00751915333346964,0.979873886971844,0.0126034969612055
"34",5.7975821971327e-07,8.07333816553872e-06,2.69167493558467e-06,0.0664081758637969,0.750339001400717,0.183241477964165
"35",2.532211103729e-05,9.07053836630114e-05,2.30922204532915e-05,0.225840571800483,0.689267337156635,0.0847529713277278
"36",2.40264796218265e-06,2.39353983870954e-05,6.53609408015803e-06,0.079186382142518,0.788551289817927,0.132229453899126
"37",9.43808046508996e-06,1.11045126213078e-06,3.30890292497455e-06,0.950024945205319,0.035505369090074,0.0144558282699549
"38",4.56789634180839e-07,2.92423654328535e-05,1.77090322464893e-06,0.0155450314157551,0.934500891497461,0.0499226070284918
"39",8.71465091355259e-09,2.94414339564352e-06,7.65950275716832e-08,0.00438820486677721,0.974960471976652,0.0206482937034963
"40",8.36906718778143e-08,2.8973252178274e-05,3.68435941294501e-07,0.00182839484409971,0.990886165204995,0.00725601457211442
"41",5.92423865828789e-09,2.08636460574349e-06,6.75528976269049e-08,0.00533159605839121,0.976538080031885,0.018128164067982
"42",9.91135051157417e-08,2.85659478085966e-05,4.29513166357011e-07,0.00239800510591198,0.988809733635671,0.00876316668393648
"43",6.47377594922848e-07,2.12590649606168e-05,1.73672169037326e-06,0.049625673737339,0.927560035031817,0.0227906480665976
"44",2.10187004256101e-06,4.96512556416727e-06,4.56507916093557e-06,0.17405589652921,0.359676842304492,0.466255629091529
"45",2.62947968877348e-05,2.81481568451172e-05,2.52546525095441e-05,0.325724272962156,0.397331394153329,0.276864635278272
"46",4.06969500622859e-05,4.20325002841546e-05,4.68074337950436e-05,0.484771933799216,0.322722861889352,0.192375667427291
"47",8.606625769273e-06,3.62692592131353e-05,1.87862384141488e-05,0.175695160359464,0.411093659800224,0.413147517716916
"48",1.23762183704366e-05,1.44417899510809e-05,1.2801350042372e-05,0.344439625426058,0.401443416237632,0.254077338977946
"49",1.11510844407974e-05,8.94739049561198e-05,1.43335728076813e-05,0.14939416813101,0.714798004475238,0.135692868831547
"50",2.02077980925977e-05,1.2949510685577e-05,1.84540712926002e-05,0.65434904968566,0.217095608741775,0.128503730192495
"51",1.06493141791126e-05,2.29800926040067e-06,5.59809165863331e-06,0.924014221921474,0.0434615643311196,0.0325056683323082
"52",6.72124556591408e-05,0.000503429263547267,0.000322975611378511,0.146018560674089,0.443121518141971,0.409966303853355
"53",0.00476021092438221,0.0127777391370285,0.0104313606292439,0.156522739319925,0.41774861628804,0.39775933370138
"54",0.0151228948104564,0.0449523043061164,0.0128647713749868,0.108323047487452,0.542870994684585,0.275865987336403
"55",0.0267879786872355,0.0208829435553794,0.0190451474267561,0.252587104930988,0.290511410712749,0.390185414686893
"56",1.30172450741616e-06,3.92935764357983e-05,3.76019256959816e-06,0.0457580910689232,0.843790195935827,0.110407357501737
"57",1.56213080648899e-06,8.74561406788661e-06,2.07412451096189e-06,0.189381567575502,0.774327404369283,0.0362786461858298
"58",4.38873770047901e-08,4.12356575060627e-06,2.92447882281394e-07,0.0251273149822038,0.905926976655788,0.0689412484609987
"59",7.37767491243563e-07,2.46628679435398e-05,1.93688930575299e-06,0.0305194585772822,0.921153195893425,0.0483000080045527
"60",1.53463341654905e-06,1.62526985306026e-05,2.509000036897e-06,0.112065836938669,0.851042166344586,0.0368717003847618
"61",7.54778833427611e-08,5.60913084239896e-06,3.43504960364367e-07,0.019833938299774,0.939540626039482,0.0406194075470583
"62",1.07675260844963e-06,2.08783371080032e-05,2.60080315181537e-06,0.0638222825362689,0.89768786579638,0.0384652957744828
"63",1.66510644792209e-08,6.82954400841099e-06,1.06270114653833e-07,0.00370471494074149,0.985522779924321,0.0107655526697494
"64",9.75326701976401e-09,4.08233452225419e-06,6.68195518400205e-08,0.00489891865635445,0.987562183345875,0.0075347390904291
"65",4.59071401972852e-08,2.00440446135814e-06,1.59202662987161e-07,0.0486169211684531,0.942636249384024,0.00874461993325787
"66",2.50134816218769e-06,5.70452385746869e-06,3.15122002618953e-05,0.0960891728883762,0.117117001032654,0.786754108006688
"67",0.0143100616352181,0.0107244464338535,0.0152409313348838,0.132456092899221,0.270004111260086,0.557264356436737
