"","(1,R1)","(2,R1)","(3,R1)","(4,R1)"
"(1,R1)",NA,0.000201644265913195,0.000953700255540513,1e-09
"(2,R1)",1e-09,NA,0.00032734318104747,1e-09
"(3,R1)",0.000705193964066589,5.75674019600649e-06,NA,0.000694284240038979
"(4,R1)",1e-09,1e-09,0.0148727082750412,NA
