"","(1,R1)","(2,R1)"
"1",0.0069560653247334,0.993043934675267
"2",0.00168727481473323,0.998312725185267
"3",0.00641649648884266,0.993583503511157
"4",0.000377900220866531,0.999622099779133
"5",0.000226945867141777,0.999773054132858
"6",0.00160574511113452,0.998394254888866
"7",6.10609723708619e-05,0.999938939027629
"8",0.000244017990372916,0.999755982009627
"9",0.00116666443810652,0.998833335561893
"10",0.00222788052242443,0.997772119477575
"11",3.35667385568519e-07,0.999999664332614
"12",7.28061968950367e-08,0.999999927193803
"13",8.61792593580465e-08,0.999999913820741
"14",9.10522719893142e-07,0.99999908947728
"15",4.53602631841924e-05,0.999954639736816
"16",5.5990650329092e-05,0.999944009349671
"17",3.19136251065602e-05,0.999968086374894
"18",3.06056305640574e-05,0.999969394369436
"19",0.000169228730934622,0.999830771269065
"20",0.00245637221302685,0.997543627786973
"21",0.0004966104988706,0.999503389501129
"22",0.00154683060924667,0.998453169390753
"23",0.00195151023944226,0.998048489760558
"24",0.0183255139725841,0.981674486027416
"25",0.0253516214669401,0.97464837853306
"26",0.0418626998270767,0.958137300172923
"27",5.92759378083032e-07,0.999999407240622
"28",6.04259637859309e-06,0.999993957403621
"29",2.3840280213916e-05,0.999976159719786
"30",9.94790082629204e-07,0.999999005209917
"31",7.1051358312068e-05,0.999928948641688
"32",8.66409495099579e-07,0.999999133590505
"33",2.346940801995e-06,0.999997653059198
"34",4.63967112195056e-05,0.99995360328878
"35",8.51807265650579e-06,0.999991481927343
"36",1.4563931967827e-05,0.999985436068032
"37",8.02325009963025e-06,0.9999919767499
"38",6.1863169563631e-07,0.999999381368304
"39",8.37313850493458e-06,0.999991626861495
"40",4.36709816198988e-07,0.999999563290184
"41",8.31186073458126e-06,0.999991688139265
"42",7.84138833444406e-06,0.999992158611666
"43",1.73763149747271e-06,0.999998262368503
"44",1.59258669055265e-05,0.999984074133094
"45",4.32828976091067e-05,0.999956717102391
"46",3.7052417480164e-06,0.999996294758252
"47",7.49552745634321e-06,0.999992504472544
"48",3.28202230228779e-05,0.999967179776977
"49",1.99404403910378e-05,0.999980059559609
"50",1.99368137574505e-05,0.999980063186243
"51",0.000102031513344465,0.999897968486656
"52",0.00634855236598922,0.993651447634011
"53",0.0301501170407628,0.969849882959237
"54",0.022662101897782,0.977337898102218
"55",6.49980107697724e-06,0.999993500198923
"56",4.15019237789448e-06,0.999995849807622
"57",6.47201876941309e-07,0.999999352798123
"58",7.38366089328498e-06,0.999992616339107
"59",6.51881165964458e-06,0.99999348118834
"60",1.34092137089758e-06,0.999998659078629
"61",7.78444991371466e-06,0.999992215550086
"62",1.69583036032477e-06,0.99999830416964
"63",9.89982424382754e-07,0.999999010017576
"64",7.56689538331422e-07,0.999999243310462
"65",7.99313969996107e-06,0.9999920068603
"66",0.0148958293682877,0.985104170631712
"67",8.0465966345963e-07,0.999999195340337
"68",2.4239534315814e-05,0.999975760465684
