"","(1,R1)","(2,R1)"
"1",0.99968421337837,0.000315786621630021
"2",0.999963174222818,3.68257771822821e-05
"3",0.99995659306499,4.34069350096541e-05
"4",0.999988499362338,1.15006376617694e-05
"5",0.999826364262908,0.000173635737092117
"6",0.999999839712054,1.6028794561356e-07
"7",0.999999961255918,3.87440817239724e-08
"8",0.999999925145956,7.48540444092002e-08
"9",0.999996843038397,3.1569616028401e-06
"10",0.999378912261224,0.000621087738776163
"11",0.94856777256683,0.0514322274331701
"12",0.999972581816481,2.74181835191192e-05
"13",0.999992563651541,7.4363484592702e-06
"14",0.999986988004142,1.30119958582605e-05
"15",0.999939608507236,6.03914927643966e-05
"16",0.999999559880907,4.40119092504914e-07
"17",0.999995497851435,4.50214856455943e-06
"18",0.999982190557061,1.78094429392079e-05
"19",0.999999280825194,7.19174806139583e-07
"20",0.999946923286358,5.30767136418965e-05
"21",0.999999354046036,6.45953963568808e-07
"22",0.999998271842458,1.72815754194898e-06
"23",0.999965343360836,3.46566391642185e-05
"24",0.999993670588231,6.32941176910064e-06
"25",0.999989124254635,1.08757453650443e-05
"26",0.999994022147343,5.97785265650047e-06
"27",0.999999477617334,5.22382665860429e-07
"28",0.999993745697489,6.25430251139247e-06
"29",0.999998720236337,1.27976366301094e-06
"30",0.999993762487583,6.23751241754356e-06
"31",0.999782962678859,0.000217037321141353
"32",0.999998757715229,1.24228477112799e-06
"33",0.999988445480435,1.15545195646575e-05
"34",0.999967995338234,3.20046617659086e-05
"35",0.999999563979557,4.36020442975474e-07
"36",0.99999455751039,5.4424896096918e-06
"37",0.999975498184163,2.45018158371723e-05
"38",0.999985203639931,1.4796360068673e-05
"39",0.999985144323451,1.48556765486258e-05
"40",0.999999186738299,8.13261700839111e-07
"41",0.999976756695955,2.32433040447698e-05
"42",0.999995900684908,4.09931509232713e-06
"43",0.999996902520433,3.09747956725689e-06
"44",0.999999540919373,4.59080626597999e-07
"45",0.999994497731341,5.5022686588549e-06
"46",0.999995139538767,4.8604612334139e-06
"47",0.999999008432095,9.91567905341665e-07
"48",0.999994193774754,5.80622524555985e-06
"49",0.999998738951461,1.26104853866385e-06
"50",0.999999265852792,7.34147207507765e-07
"51",0.999999435350068,5.6464993149708e-07
"52",0.999999380852636,6.19147363858666e-07
"53",0.999999787483764,2.12516235651286e-07
"54",0.999981889033055,1.81109669453507e-05
"55",0.999999991748408,8.25159180663777e-09
"56",0.999999850311435,1.4968856533323e-07
"57",0.999909690636526,9.03093634735358e-05
"58",0.999999958824057,4.1175942962187e-08
"59",0.999999784217083,2.15782917009723e-07
"60",0.999975218978486,2.47810215138233e-05
"61",0.999952658306053,4.7341693947392e-05
"62",0.999999515956743,4.84043257312433e-07
"63",0.999997633660286,2.36633971374795e-06
"64",0.999932868828443,6.71311715573875e-05
"65",0.999940661088257,5.93389117434623e-05
"66",0.999989702392895,1.02976071049974e-05
"67",0.999990456278001,9.54372199949978e-06
"68",0.999997872346969,2.1276530311374e-06
"69",0.999988854532587,1.11454674132777e-05
"70",0.99998958927704,1.04107229601783e-05
"71",0.999989344209601,1.0655790399546e-05
"72",0.999976522292718,2.34777072821803e-05
"73",0.999968426604126,3.15733958735766e-05
"74",0.999981478938663,1.85210613369553e-05
"75",0.999999867080827,1.32919172969411e-07
"76",0.999909585517532,9.04144824685215e-05
"77",0.999999992419381,7.58061923458650e-09
"78",0.999999645442246,3.5455775443807e-07
"79",0.999996332214085,3.66778591507301e-06
"80",0.999953953369382,4.60466306182105e-05
"81",0.999997052529604,2.9474703956593e-06
"82",0.99996282264809,3.71773519094786e-05
"83",0.999996216923471,3.78307652915166e-06
"84",0.999998468116117,1.53188388342466e-06
"85",0.999985995868992,1.40041310077546e-05
"86",0.999985492674317,1.45073256830344e-05
"87",0.999998708613589,1.29138641103246e-06
"88",0.999939596521342,6.0403478657576e-05
"89",0.999998244911603,1.75508839705539e-06
"90",0.999960004556313,3.99954436865763e-05
"91",0.999998103079259,1.89692074099065e-06
"92",0.999960343353301,3.9656646699029e-05
"93",0.999999662660723,3.37339277198635e-07
"94",0.999975210946354,2.47890536459081e-05
"95",0.999998581615609,1.41838439116605e-06
"96",0.999996589053636,3.41094636363446e-06
"97",0.999992350111892,7.64988810841142e-06
"98",0.999987328588922,1.26714110783252e-05
"99",0.999999986980683,1.30193170016371e-08
"100",0.999998843720453,1.15627954686775e-06
"101",0.999994211621463,5.78837853678321e-06
"102",0.999966159519718,3.38404802818027e-05
"103",0.999968708352435,3.12916475648458e-05
"104",0.999999633951951,3.66048048781035e-07
"105",0.999948815579863,5.11844201367698e-05
"106",0.99999975491447,2.45085529684549e-07
"107",0.999993755609145,6.24439085482368e-06
"108",0.999994321717164,5.67828283632407e-06
"109",0.999985168597051,1.48314029490287e-05
"110",0.99998605012455,1.39498754499906e-05
"111",0.999965789216864,3.42107831362518e-05
"112",0.999994954877727,5.04512227245379e-06
"113",0.999786626941393,0.000213373058606615
"114",0.99932665680462,0.000673343195379825
"115",0.986286700603833,0.0137132993961667
"116",0.298594249328701,0.701405750671299
"117",0.999999990854254,9.14574605220444e-09
"118",0.999999449471761,5.50528238805676e-07
"119",0.999996633980505,3.36601949502966e-06
"120",0.999957987241781,4.20127582191288e-05
"121",0.999999129621168,8.70378832342388e-07
"122",0.999971214581818,2.87854181818886e-05
"123",0.999998551482094,1.44851790641886e-06
"124",0.999980363445216,1.9636554783957e-05
"125",0.999998084506207,1.91549379281896e-06
"126",0.999988274638656,1.17253613439228e-05
"127",0.999988244522454,1.17554775459462e-05
"128",0.999999125625635,8.74374364874344e-07
"129",0.999990288237503,9.71176249710521e-06
"130",0.999970869608184,2.91303918159813e-05
"131",0.999843105819605,0.000156894180394983
"132",0.958715085641084,0.0412849143589161
"133",0.999996517573223,3.48242677728585e-06
"134",0.999991343225815,8.65677418513589e-06
"135",0.999995130809095,4.86919090464923e-06
"136",0.999997308955252,2.69104474848187e-06
"137",0.999999096100095,9.03899904721226e-07
"138",0.999988068917091,1.19310829090168e-05
"139",0.999996244852718,3.75514728168368e-06
"140",0.999976495535927,2.35044640725758e-05
"141",0.999984693892236,1.53061077641037e-05
"142",0.945451357576098,0.0545486424239022
"143",0.99999124345685,8.75654314961758e-06
"144",0.999997210726371,2.7892736287134e-06
"145",0.999998344126472,1.65587352751445e-06
"146",0.999574006441299,0.000425993558701011
"147",0.999998750519557,1.24948044306972e-06
"148",0.999998782255488,1.21774451162068e-06
"149",0.999999256645574,7.4335442651446e-07
"150",0.999998695489872,1.30451012807086e-06
"151",0.999998952129395,1.0478706049023e-06
"152",0.999998612740172,1.38725982759172e-06
"153",0.999891149845895,0.000108850154105478
"154",0.99896435708954,0.00103564291045985
"155",0.999991132312804,8.86768719612046e-06
"156",0.999997920965361,2.0790346387366e-06
"157",0.999995324772592,4.67522740778147e-06
"158",0.999999215376453,7.84623547490413e-07
"159",0.999711017101865,0.000288982898134721
"160",0.999999898146037,1.01853963237759e-07
"161",0.999999821590274,1.78409725698748e-07
"162",0.999996327112517,3.67288748337996e-06
"163",0.999999706631579,2.93368421010037e-07
"164",0.999998063178222,1.93682177802623e-06
"165",0.999997883961755,2.11603824495695e-06
"166",0.999999913899781,8.61002191044288e-08
"167",0.999997813398599,2.18660140077907e-06
"168",0.999851780686683,0.000148219313317226
"169",0.999999554034854,4.45965146449003e-07
