"","(1,R1)","(2,R1)","(3,R1)","(4,R1)","(5,R1)","(6,R1)"
"1",0.00733185071379483,0.0436321164833907,0.00549418577306219,0.00549418579176463,0.932553475464925,0.00549418577306219
"2",0.00248805461398646,0.0140053702968941,0.000542800812046849,0.000542800831844242,0.981878172633181,0.000542800812046849
"3",0.0104746159790289,0.0136708822724664,0.000848609373900782,0.000848609380153705,0.973308673620549,0.000848609373900782
"4",0.985658733267908,0.00100678252745597,0.000877228473203894,0.000877228473267073,0.0107027987849608,0.000877228473203894
"5",0.00122753504134946,0.0141207837224093,0.000160115186915984,0.000160115187609366,0.9841713356748,0.000160115186915984
"6",0.00225014565604139,0.0570792067104363,0.00194143643602218,0.00194143643622271,0.934846338325255,0.00194143643602218
"7",0.000844225007798731,0.0137753412422011,0.000176688193155176,0.000176688193588799,0.984850369170101,0.000176688193155176
"8",0.00189262026041148,0.0524309336631578,0.00168873382428714,0.00168873382441958,0.940610244603437,0.00168873382428714
"9",0.000203546721572785,0.00732437233723214,5.42054514315926e-05,5.42054772968846e-05,0.992309464561035,5.42054514315926e-05
"10",0.000769335938742801,0.034110981780243,0.000722939198413809,0.000722939206449533,0.962950864677737,0.000722939198413809
"11",0.00173285436877329,0.140553334758832,0.00171041926298264,0.00171041926686831,0.852582553079561,0.00171041926298264
"12",0.00239303236894895,0.173753293115418,0.00238684810308407,0.00238684810415516,0.81669313020531,0.00238684810308407
"13",2.03893584154635e-06,1.90330390843574e-05,4.8221516201937e-07,4.82306040463173e-07,0.99997748128871,4.82215162019374e-07
"14",8.99709979991762e-08,1.97173030990906e-07,5.4929979763759e-08,5.63099048512515e-08,0.999999546686107,5.4929979763759e-08
"15",1.5585038477705e-07,5.97797464978065e-07,1.30593676598816e-07,5.94471478822116e-07,0.999998390693318,1.30593676598816e-07
"16",1.42470406136516e-05,0.000103422614911889,9.1633009955295e-06,0.000103640555127171,0.999760363187356,9.16330099552951e-06
"17",0.000853749038733917,0.000919433249995439,0.000850004499607558,0.0127482098571659,0.98377859885489,0.000850004499607558
"18",0.00101002737452534,0.00101097516697951,0.00100997334257672,0.980765877437662,0.0151931733356799,0.00100997334257672
"19",5.01475157450075e-05,5.05344228317554e-05,5.01254588656332e-05,0.000120210794199762,0.999678856349492,5.01254588656332e-05
"20",0.000243135156381178,0.00307176355664691,8.187788727767e-05,0.000108490942696358,0.99641285456972,8.187788727767e-05
