"","(1,R1)","(2,R1)"
"1",0.00759058067523362,0.992409419324766
"2",0.00226998746366476,0.997730012536335
"3",0.00897524709462727,0.991024752905373
"4",0.988561723247381,0.0114382767526192
"5",0.000530927893632887,0.999469072106367
"6",0.00201248860014919,0.997987511399851
"7",0.000307618506352848,0.999692381493647
"8",0.00167897786236611,0.998321022137634
"9",8.28162463095183e-05,0.999917183753691
"10",0.000257321600513033,0.999742678399487
"11",0.00119945762750011,0.9988005423725
"12",0.00228050741393976,0.99771949258606
"13",1.06076093367875e-06,0.999998939239066
"14",8.25089315511479e-08,0.999999917491068
"15",8.921702046286e-08,0.99999991078298
"16",9.46052744840968e-07,0.999999053947255
"17",4.68958814508497e-05,0.999953104118549
"18",5.78770850868451e-05,0.999942122914913
"19",3.29877565204344e-05,0.99996701224348
"20",3.16882675492455e-05,0.999968311732451
"21",0.000173653431339125,0.999826346568661
"22",0.00249064392197358,0.997509356078026
"23",0.000508575553597377,0.999491424446403
"24",0.00158146262197608,0.998418537378024
"25",0.00199501251069202,0.998004987489308
"26",0.0185415711499996,0.98145842885
"27",0.0256417204744112,0.974358279525589
"28",0.0434668065651683,0.956533193434832
"29",0.0423221826306895,0.95767781736931
"30",6.1311774524126e-07,0.999999386882255
"31",6.2473841479857e-06,0.999993752615852
"32",2.46403688534878e-05,0.999975359631146
"33",1.03219728157724e-06,0.999998967802718
"34",7.34359902945452e-05,0.999926564009705
"35",8.95698939024748e-07,0.999999104301061
"36",2.42990911215399e-06,0.999997570090888
"37",4.79543585614563e-05,0.999952045641439
"38",8.80959905465333e-06,0.999991190400945
"39",1.50533770041043e-05,0.999984946622996
"40",8.29600202667353e-06,0.999991703997973
"41",6.40587806793595e-07,0.999999359412193
"42",8.65445666942529e-06,0.999991345543331
"43",4.52434493286721e-07,0.999999547565507
"44",8.59117542055709e-06,0.999991408824579
"45",8.10517828310499e-06,0.999991894821717
"46",1.79847624079881e-06,0.999998201523759
"47",1.65166041694143e-05,0.999983483395831
"48",4.47897039062851e-05,0.999955210296094
"49",3.83273210399762e-06,0.999996167267896
"50",7.76020799667117e-06,0.999992239792003
"51",3.39240971130223e-05,0.999966075902887
"52",2.06249571003602e-05,0.9999793750429
"53",2.06121614006554e-05,0.999979387838599
"54",0.000104352667354614,0.999895647332645
"55",0.00641957715335478,0.993580422846645
"56",0.0304747212784385,0.969525278721562
"57",0.0229083529445575,0.977091647055442
"58",6.72001602971158e-06,0.99999327998397
"59",4.28970209203086e-06,0.999995710297908
"60",6.70957121568217e-07,0.999999329042878
"61",7.63359412013982e-06,0.99999236640588
"62",6.73913307340897e-06,0.999993260866927
"63",1.38758047112153e-06,0.999998612419529
"64",8.04719962621135e-06,0.999991952800374
"65",1.75370557130124e-06,0.999998246294429
"66",1.0241025061745e-06,0.999998975897494
"67",7.82189188077305e-07,0.999999217810812
"68",8.18010393607155e-06,0.999991819896064
