"","(1,R1)","(2,R1)"
"1",0.989823393592237,0.0101766064077625
"2",0.982265525033218,0.0177344749667823
"3",0.982008562404676,0.0179914375953237
"4",0.994559228795746,0.00544077120425438
"5",0.983512761005963,0.0164872389940368
"6",0.99955419354914,0.000445806450860264
"7",0.999779071764427,0.00022092823557306
"8",0.999441577235361,0.000558422764638795
"9",0.997699498409957,0.00230050159004303
"10",0.991086573364162,0.00891342663583765
"11",0.965148497268275,0.0348515027317246
"12",0.995373716182666,0.00462628381733376
"13",0.993413501413249,0.00658649858675083
"14",0.991551899865359,0.00844810013464153
"15",0.98799818813417,0.0120018118658303
"16",0.999115854309117,0.000884145690882644
"17",0.997141476087835,0.00285852391216525
"18",0.996570103770629,0.00342989622937055
"19",0.99694512958814,0.00305487041185985
"20",0.990941145413067,0.00905885458693328
"21",0.999804677960654,0.00019532203934597
"22",0.996644230383973,0.00335576961602648
"23",0.993291788914997,0.00670821108500301
"24",0.995983683194974,0.00401631680502591
"25",0.997357774316658,0.00264222568334201
"26",0.996738534592852,0.00326146540714821
"27",0.998158917692233,0.00184108230776734
"28",0.997974649428368,0.00202535057163241
"29",0.998090626642286,0.00190937335771365
"30",0.997767269111678,0.00223273088832225
"31",0.99527725005009,0.00472274994990982
"32",0.997990744047363,0.00200925595263734
"33",0.992887821886422,0.00711217811357782
"34",0.990702243859199,0.00929775614080103
"35",0.997911065585887,0.00208893441411342
"36",0.995569102813433,0.00443089718656667
"37",0.994398889302759,0.00560111069724135
"38",0.993992779297032,0.00600722070296834
"39",0.995497238712045,0.00450276128795509
"40",0.99739789584395,0.00260210415605027
"41",0.99474702493109,0.00525297506891021
"42",0.997782233798295,0.00221776620170493
"43",0.999103877734254,0.000896122265746385
"44",0.998642082602693,0.00135791739730706
"45",0.997652895517165,0.00234710448283553
"46",0.998239911743637,0.00176008825636324
"47",0.998808133796339,0.00119186620366059
"48",0.997908021965039,0.00209197803496138
"49",0.999181593020694,0.000818406979305611
"50",0.999408073489574,0.000591926510426242
"51",0.999734766712942,0.000265233287057601
"52",0.999601992684995,0.000398007315004869
"53",0.999665755309801,0.000334244690199075
"54",0.996876258185057,0.00312374181494255
"55",0.999761935901806,0.000238064098193969
"56",0.999317819495042,0.000682180504957623
"57",0.981385576896336,0.0186144231036642
"58",0.999140588906656,0.00085941109334388
"59",0.998245430998588,0.00175456900141154
"60",0.994733693797702,0.00526630620229769
"61",0.991710588077062,0.00828941192293759
"62",0.996452256308934,0.00354774369106622
"63",0.99514551162028,0.00485448837971994
"64",0.977859825433009,0.0221401745669911
"65",0.989934437542281,0.0100655624577188
"66",0.994985357630231,0.00501464236976869
"67",0.997393497481725,0.00260650251827511
"68",0.996183280406214,0.00381671959378636
"69",0.996290563543983,0.00370943645601727
"70",0.995538973884395,0.0044610261156047
"71",0.9959982293676,0.00400177063239979
"72",0.99099664775237,0.0090033522476297
"73",0.990526200669788,0.00947379933021224
"74",0.996437662859507,0.00356233714049287
"75",0.99958091903419,0.000419080965809511
"76",0.988256637177114,0.0117433628228857
"77",0.999473759235469,0.000526240764531421
"78",0.999120503982579,0.000879496017421144
"79",0.996693410192971,0.00330658980702947
"80",0.991738424494669,0.00826157550533104
"81",0.996095576785271,0.00390442321472853
"82",0.992440696481735,0.00755930351826539
"83",0.995415600552471,0.00458439944752858
"84",0.995264571489338,0.0047354285106624
"85",0.994455987112298,0.00554401288770243
"86",0.990372022800653,0.00962797719934736
"87",0.998145866192959,0.00185413380704141
"88",0.990507225295191,0.00949277470480879
"89",0.997733642129691,0.0022663578703093
"90",0.992819928141705,0.00718007185829454
"91",0.997465967165931,0.00253403283406923
"92",0.992441746745182,0.0075582532548175
"93",0.997609775937531,0.00239022406246922
"94",0.994277417347554,0.00572258265244632
"95",0.997383814220344,0.00261618577965621
"96",0.9967002741124,0.00329972588760028
"97",0.997705661669093,0.00229433833090708
"98",0.995558332852075,0.0044416671479246
"99",0.998768349166637,0.00123165083336307
"100",0.995465463719444,0.00453453628055564
"101",0.991848407235851,0.00815159276414862
"102",0.985771368122901,0.0142286318770986
"103",0.990445109115764,0.00955489088423589
"104",0.992584891382411,0.0074151086175891
"105",0.989476135823746,0.0105238641762538
"106",0.991198412956049,0.00880158704395135
"107",0.991781766237569,0.00821823376243147
"108",0.994101638382948,0.00589836161705193
"109",0.994579227367938,0.00542077263206148
"110",0.995231762045226,0.0047682379547743
"111",0.958183854933949,0.0418161450660505
"112",0.997576936724331,0.00242306327566912
"113",0.943106795635897,0.0568932043641029
"114",0.960096850952558,0.0399031490474425
"115",0.84159311824645,0.15840688175355
"116",0.325181815223673,0.674818184776328
