"","(1,R1)","(2,R1)","(3,R1)"
"(1,R1)",NA,0.000202070744441046,0.000976316947029148
"(2,R1)",1e-09,NA,0.000325984326604925
"(3,R1)",0.000673029153653264,5.59672459549411e-06,NA
