"","(1,R1)","(2,R1)","(3,R1)"
"1",0.0085520345347759,0.981897208041978,0.00955075742324601
"2",0.00294415043381044,0.99084559410057,0.00621025546561997
"3",0.0112096953044981,0.981765130290494,0.00702517440500798
"4",0.98842460012951,0.0115509580792706,2.444179121946e-05
"5",0.000888408074662764,0.990167371886834,0.0089442200385028
"6",0.00265107922016233,0.987956686033031,0.00939223474680626
"7",0.000554096239790834,0.989521851710182,0.00992405205002743
"8",0.00220401380470308,0.988938420453628,0.00885756574166878
"9",0.00013637186487054,0.996481100881629,0.00338252725350054
"10",0.000404537695599071,0.987667537817868,0.0119279244865332
"11",0.00160462947076347,0.984970884973911,0.0134244855553258
"12",0.00292690983020305,0.987327468357965,0.00974562181183215
"13",1.84452075334187e-06,0.999763279675815,0.000234875803431263
"14",1.36517308614476e-07,0.999898469671286,0.000101393811405183
"15",1.35550881771558e-07,0.999659506977045,0.000340357472073274
"16",1.61370182009868e-06,0.998560290768161,0.00143809553001905
"17",6.90263073857515e-05,0.991702984465132,0.00822798922748218
"18",8.24524795887086e-05,0.965358626690875,0.0345589208295361
"19",4.91464861205449e-05,0.995560701554573,0.00439015195930623
"20",6.08702396825108e-05,0.997135764663232,0.00280336509708576
"21",0.000275553721701927,0.995857278464672,0.00386716781362581
"22",0.00319162731596951,0.992363163831909,0.00444520885212186
"23",0.000760903645381922,0.991277081681618,0.00796201467299999
"24",0.00221606505448363,0.992960758319809,0.00482317662570764
"25",0.00267837986291094,0.990486459861915,0.00683516027517396
"26",0.0212885353148417,0.974776190615649,0.00393527406950912
"27",0.0290109361122825,0.967524280718319,0.00346478316939832
"28",0.0473812129372606,0.946650363000716,0.00596842406202306
"29",0.0465511215918899,0.951054327593547,0.00239455081456353
"30",9.21147447226946e-07,0.999299211167727,0.000699867684825299
"31",9.32760537781553e-06,0.997267330366421,0.00272334202820148
"32",3.67235652998511e-05,0.996720778120575,0.00324249831412485
"33",1.63998252320046e-06,0.997012513063677,0.00298584695380005
"34",0.000109236599640107,0.99113084289585,0.00875992050450953
"35",1.33317822245328e-06,0.999816550681577,0.000182116140200478
"36",3.71663343775577e-06,0.99671603694064,0.00328024642592198
"37",7.1539554630771e-05,0.993533846857686,0.0063946135876828
"38",1.32417654188489e-05,0.996097301290251,0.00388945694432976
"39",2.24604732713171e-05,0.997493166148031,0.00248437337869792
"40",1.24359235808855e-05,0.996845797002658,0.00314176707376147
"41",9.82538655015386e-07,0.998211443505356,0.00178757395598905
"42",1.29147610102253e-05,0.998093557270954,0.00189352796803568
"43",6.98704942597146e-07,0.998146335645604,0.00185296564945342
"44",1.28201575562336e-05,0.997887748203243,0.00209943163920118
"45",1.19712983472855e-05,0.9954657374602,0.00452229124145313
"46",2.7849633787597e-06,0.998391248071305,0.00160596696531597
"47",2.60667811127303e-05,0.993193121217354,0.00678081200153301
"48",6.79815359587688e-05,0.990979729421609,0.00895228904243275
"49",7.79537189874032e-06,0.998716946489193,0.00127525813890867
"50",1.19790730470788e-05,0.996090999239292,0.00389702168766118
"51",5.06748636704152e-05,0.994691004736122,0.00525832040020786
"52",3.11086548546767e-05,0.994404301958463,0.00556458938668268
"53",3.08944964801249e-05,0.995738632592081,0.00423047291143944
"54",0.000183419421866925,0.998527179885912,0.00128940069222127
"55",0.00932048362969747,0.988661021539111,0.00201849483119113
"56",0.0383628869642196,0.95777972406063,0.00385738897514982
"57",0.0292633207953531,0.96686966324856,0.00386701595608652
"58",1.07275164989396e-05,0.998075964971941,0.00191330751156028
"59",6.39756268085605e-06,0.999167069382992,0.000826533054327572
"60",1.06648551563623e-06,0.998792864821615,0.00120606869286904
"61",1.14368518572536e-05,0.997824288294976,0.00216427485316637
"62",1.00866730553209e-05,0.998360474989602,0.0016294383373425
"63",2.10600950920914e-06,0.998907007810627,0.00109088617986416
"64",1.20478746456912e-05,0.998047681564693,0.00194027056066153
"65",2.63497352826429e-06,0.999244732054922,0.000752632971549471
"66",1.5463136497354e-06,0.99945520752052,0.00054324616583039
"67",1.16369986691253e-06,0.999757411609822,0.000241424690310743
"68",1.21521916334498e-05,0.999811192042193,0.000176655766173895
"69",0.0182978783030537,0.976441701773151,0.00526041992379522
"70",1.3992932594195e-06,0.999854998120787,0.000143602585953515
"71",3.73005770234591e-05,0.997008856070446,0.0029538433525306
"72",2.34942182635068e-08,0.999940206967221,5.97695385602935e-05
"73",6.5278984882172e-07,0.999735887882769,0.000263459327381764
"74",0.000182348703969852,0.981601690495606,0.0182159608004241
"75",3.04825497560938e-06,0.999701751075693,0.000295200669331409
"76",5.76578275151477e-07,0.998650955444121,0.00134846797760433
"77",5.12712123091367e-05,0.995125523823818,0.00482320496387308
"78",9.79003846029053e-05,0.991991185103685,0.00791091451171169
"79",1.14753245267646e-05,0.997135355486632,0.00285316918884161
"80",0.0549148066738817,0.915841305180243,0.0292438881458758
"81",1.12811311482781e-06,0.996696154328706,0.00330271755817895
"82",5.15241376958743e-06,0.99535107807119,0.00464376951503999
"83",0.000133100292175275,0.977764063856363,0.0221028358514618
"84",0.000122184673606895,0.990194725461125,0.00968308986526787
"85",2.13860703270079e-05,0.995192243101711,0.00478637082796249
"86",1.97343321855637e-05,0.997533188820785,0.00244707684702974
"87",4.72607285926083e-06,0.996332156457876,0.00366311746926443
"88",2.30606812599626e-05,0.996470648773433,0.00350629054530697
"89",2.16729824071692e-05,0.995721176832416,0.00425715018517644
"90",0.00312165073949445,0.996274334615473,0.000604014645032299
"91",0.00176840449365069,0.993563810009338,0.004667785497011
"92",0.0379561371894101,0.948598571612122,0.0134452911984677
"93",0.000239985358218894,0.993139699996411,0.00662031464537048
"94",9.32601443180459e-05,0.99176765456235,0.00813908529333192
"95",0.0789088154187795,0.920731940671985,0.000359243909234874
"96",0.000555481047774716,0.996426244047379,0.00301827490484626
"97",0.902498282196767,0.0974649652952603,3.67525079725908e-05
"98",0.99846233093641,0.00153748903673347,1.80026857035093e-07
"99",0.999667591977164,0.000331857503901294,5.50518934520666e-07
"100",0.999932624997051,6.73667376365136e-05,8.26531237428816e-09
"101",0.999997131206691,2.86863147497138e-06,1.61833989760354e-10
"102",0.999990791635935,9.20648807096764e-06,1.87599381778211e-09
"103",0.999983747257158,1.62472329799568e-05,5.50986224789891e-09
"104",0.999981665901469,1.83271935670601e-05,6.90496420300198e-09
"105",0.999996872394276,3.12737428419374e-06,2.31440052004819e-10
"106",0.999988575613254,1.14216048554211e-05,2.78189059159861e-09
"107",0.999996515640621,3.48406352893521e-06,2.95850532472436e-10
"108",0.999985393093812,1.4602571563662e-05,4.33462431542359e-09
"109",0.999995781204632,4.21838821621508e-06,4.07152146840139e-10
"110",2.76743434341924e-07,0.999875383582455,0.000124339674110488
"111",0.00018603694859931,0.988531664018478,0.011282299032923
"112",1.60020531335063e-08,0.999889333335431,0.00011065066251598
"113",7.41594610620192e-07,0.999400943017267,0.000598315388122312
"114",7.75580001913196e-06,0.997129518135737,0.00286272606424341
"115",9.50482794668589e-05,0.992065204169877,0.00783974755065609
"116",6.32486637480393e-06,0.996722806327622,0.00327086880600333
"117",7.67849743589569e-05,0.992826866725319,0.00709634830032234
"118",8.12940934825081e-06,0.996731348007435,0.00326052258321623
"119",0.000824241754593181,0.99382168250698,0.00535407573842653
"120",3.42929789549519e-06,0.996204945607345,0.00379162509475984
"121",2.90283442282901e-05,0.995095660575783,0.00487531107998839
"122",2.95883905905839e-05,0.991046053316044,0.00892435829336502
"123",2.76332274838038e-06,0.998337147507588,0.00166008916966339
"124",0.00012453531727968,0.990794188827663,0.00908127585505775
"125",3.73464395411833e-06,0.997883710941204,0.00211255441484199
"126",8.25716231529286e-05,0.993084394090176,0.00683303428667151
"127",4.00641368946985e-06,0.997562309475004,0.00243368411130672
"128",8.1885834304085e-05,0.99270216850625,0.00721594565944633
"129",7.84994076545354e-07,0.997658666861844,0.0023405481440791
"130",5.11682324813717e-05,0.994453599610433,0.00549523215708544
"131",3.00735600097459e-06,0.997442385558007,0.00255460708599212
"132",7.31958209980942e-06,0.996818592398114,0.00317408801978577
"133",1.58130977052629e-05,0.997836131702899,0.00214805519939577
"134",2.64019562367133e-05,0.99573984911271,0.0042337489310531
"135",2.68298944280469e-08,0.99975478867289,0.000245184497216025
"136",2.39103476847028e-06,0.995866165259445,0.00413144370578637
"137",1.26766981602636e-05,0.992056245025559,0.00793107827628097
"138",6.8791354268941e-05,0.98600193519435,0.0139292734513807
"139",6.48547752293653e-05,0.990653249379255,0.00928189584551571
"140",7.80962800222618e-07,0.992754792074811,0.0072444269623889
"141",0.000105141358265245,0.989688366982547,0.0102064916591879
"142",4.70442053110684e-07,0.991342832053353,0.00865669750459356
"143",1.28717562835626e-05,0.991882983857157,0.00810414438655943
"144",1.20799256771676e-05,0.994224846251252,0.00576307382307049
"145",3.07985604065014e-05,0.994758355570953,0.00521084586864017
"146",2.89062433850178e-05,0.995410055482082,0.0045610382745326
"147",4.96489477518557e-06,0.959372425399155,0.0406226097060695
"148",1.00572219690617e-05,0.997651561797474,0.00233838098055671
"149",2.01830729659119e-06,0.945123904002944,0.0548740776897594
"150",3.58546943405723e-05,0.960716703185783,0.039247442119876
"151",1.59721952143237e-05,0.853392670584647,0.146591357220139
"152",1.06640796780258e-06,0.322513373403932,0.677485560188101
"153",0.000348504424682372,0.993897225198279,0.00575427037703869
"154",1.91868445654669e-08,0.999557199553041,0.000442781260114468
"155",1.13871460409311e-06,0.999093947056403,0.000904914228992889
"156",7.11034181837138e-06,0.997271380866574,0.00272150879160746
"157",8.67810320960249e-05,0.992316940115533,0.00759627885237106
"158",1.9095038312771e-06,0.997647748176482,0.0023503423196867
"159",5.94521066398582e-05,0.993952623493431,0.00598792439992928
"160",3.05956177055657e-06,0.997683973328425,0.00231296710980425
"161",4.06013458886678e-05,0.995446830881994,0.00451256777211762
"162",4.12716953500383e-06,0.997473582576843,0.0025222902536216
"163",2.43033712665734e-05,0.996387787090006,0.00358790953872778
"164",2.43620253307958e-05,0.996401365196867,0.00357427277780219
"165",1.73692897376358e-06,0.99755346725014,0.00244479582088596
"166",9.55707639747714e-06,0.995491730600577,0.00449871232302492
"167",5.99185070844405e-05,0.993919522579932,0.00602055891298388
"168",1.3915541304174e-05,0.993764069592101,0.0062220148665944
"169",7.59340305130246e-06,0.970177903192673,0.0298145034042752
"170",4.21685885730711e-06,0.996463963471912,0.00353181966923051
"171",1.77933653783982e-05,0.996802435486087,0.00317977114853407
"172",9.94895352762237e-06,0.996332298259923,0.00365775278654949
"173",5.52468752610811e-06,0.995421214340116,0.00457326097235834
"174",6.6533946889704e-07,0.994739424758706,0.00525990990182536
"175",2.44299771147815e-05,0.99099837440606,0.00897719561682505
"176",7.45005484859659e-06,0.968344011102901,0.03164853884225
"177",4.86925776904153e-05,0.992901939987919,0.00704936743439084
"178",1.45463803758968e-06,0.993568165073079,0.00643038028888384
"179",3.15515726649531e-06,0.966090666975417,0.0339061778673168
"180",6.64593836648015e-07,0.992016540613218,0.00798279479294493
"181",4.99512327858493e-06,0.995173653683811,0.00482135119291038
"182",1.18666010336627e-06,0.996787459599072,0.00321135374082449
"183",2.65126100138781e-05,0.992296679392152,0.00767680799783408
"184",2.54350883840422e-06,0.997946068444786,0.00205138804637522
"185",2.55215305792299e-06,0.998580190749758,0.00141725709718449
"186",1.52248671450624e-06,0.999194130366764,0.000804347146521036
"187",2.68772101743267e-06,0.999553422197464,0.000443890081518222
"188",9.12024527550388e-07,0.999285742789762,0.000713345185710664
"189",2.83813645875513e-06,0.999409327293743,0.000587834569797807
"190",2.79305528344187e-06,0.997802508739387,0.0021946982053294
"191",3.13465826803193e-06,0.978087339646101,0.0219095256956306
"192",7.89944291803615e-07,0.994739192424092,0.00526001763161662
"193",4.11169730635563e-06,0.996394673101751,0.00360121520094247
"194",9.783338646269e-06,0.99653303271432,0.00345718394703414
"195",3.81854571012013e-07,0.998867802092494,0.00113181605293457
"196",1.68686490329288e-05,0.997579480104093,0.00240365124687393
"197",0.000218854579122946,0.995938334612472,0.00384281080840474
"198",1.96198816941926e-07,0.999640626685392,0.000359177115791475
"199",3.77032504106615e-07,0.999715606259621,0.000284016707874954
"200",7.5916969658008e-06,0.998896616947658,0.00109579135537596
"201",6.24837184953993e-07,0.999639137689408,0.000360237473406643
"202",3.99337712829061e-06,0.999369828467943,0.00062617815492834
"203",4.38353180614828e-06,0.999215477783317,0.000780138684877174
