"","(1,R1)","(2,R1)","(3,R1)"
"(1,R1)",NA,0.000737029153907344,0.000737029153907344
"(2,R1)",0.000737029153907344,NA,0.000737029153907344
"(3,R1)",0.000737029153907344,0.000737029153907344,NA
