"","(1,R1)","(2,R1)","(3,R1)","(4,R1)","(5,R1)","(6,R1)"
"(1,R1)",NA,0.017272537994658,1e-09,1e-09,1e-09,1e-09
"(2,R1)",0.000239333422890299,NA,1e-09,0.000193273126567544,0.00147483042398386,1e-09
"(3,R1)",0.00230390917088109,1e-09,NA,1e-09,1e-09,1e-09
"(4,R1)",1e-09,3.28556504932783e-05,1e-09,NA,0.0012860089993558,0.000109154685251882
"(5,R1)",1e-09,0.0111944208722966,1e-09,0.00843325820452709,NA,1e-09
"(6,R1)",1e-09,0.0471611997959649,0.0154396816546277,1e-09,1e-09,NA
