"","(1,R1)","(2,R1)","(3,R1)"
"(1,R1)",NA,0.000415320653399424,1e-09
"(2,R1)",0.000148977908472737,NA,0.00123412175226835
"(3,R1)",0.0124470516192547,0.00377400754756462,NA
